Data e hora,Reconhecido,Caminho relativo
2024-05-17 02:46:55,Não reconhecido,RD/nwbfvsjf
2024-05-17 02:47:01,Não reconhecido,RD/oohdylks
2024-05-17 02:47:07,Não reconhecido,RD/qqhotbot
2024-05-17 02:47:12,Não reconhecido,RD/nlwpocrl
2024-05-17 02:47:19,Não reconhecido,RD/utpbuhlv
2024-05-17 02:47:25,Não reconhecido,RD/bzaenbrc
2024-05-17 02:47:31,Não reconhecido,RD/nwvwjffo
2024-05-17 02:47:36,Não reconhecido,RD/yxlneino
2024-05-17 02:47:41,Não reconhecido,RD/otqstdjs
2024-05-17 02:47:46,Não reconhecido,RD/akmjlgtr
2024-05-17 02:47:52,Não reconhecido,RD/pcizstlh
2024-05-17 02:47:58,Não reconhecido,RD/eqjxpblu
2024-05-17 02:48:03,Não reconhecido,RD/xoarvlkp
2024-05-17 02:48:08,Não reconhecido,RD/pylncyfj
2024-05-17 22:31:35,Não reconhecido,RD/mssnylfv
2024-05-17 22:31:41,Não reconhecido,RD/qvxyhdwv
2024-05-17 22:31:47,Não reconhecido,RD/jibjpmqc
2024-05-17 22:31:53,Não reconhecido,RD/rmlubcrn
2024-05-17 22:31:58,Não reconhecido,RD/djywbmyu
2024-05-17 22:32:03,Não reconhecido,RD/bzziijvv
2024-05-17 22:34:52,Não reconhecido,RD/uehyxazj
2024-05-17 22:34:57,Não reconhecido,RD/ebshouvj
2024-05-17 22:35:03,Não reconhecido,RD/ecustlzw
2024-05-17 22:35:08,Não reconhecido,RD/ohwujbpr
2024-05-17 22:35:14,Não reconhecido,RD/sratpszk
2024-05-17 22:35:20,Não reconhecido,RD/rqmghgzl
2024-05-17 22:35:26,Não reconhecido,RD/umixedtz
2024-05-17 22:35:31,Não reconhecido,RD/pcyqtqdz
2024-05-17 22:35:36,Não reconhecido,RD/dnrskcqw
2024-05-17 22:35:42,Não reconhecido,RD/cxvtqoeg
2024-05-17 22:35:47,Não reconhecido,RD/nndnnmsa
2024-05-17 22:35:53,Não reconhecido,RD/jaiyuwsg
2024-05-17 22:35:58,Não reconhecido,RD/uirqtygj
2024-05-17 22:36:03,Não reconhecido,RD/domujmhz
2024-05-17 22:36:09,Não reconhecido,RD/hkzjeiwt
2024-05-17 22:36:14,Não reconhecido,RD/iyvmbjjm
2024-05-17 22:36:19,Não reconhecido,RD/pcpwyigd
2024-05-17 22:36:25,Não reconhecido,RD/govtejbs
2024-05-17 22:36:30,Não reconhecido,RD/kblrykzq
2024-05-17 22:40:25,Não reconhecido,RD/yrriqjdb
2024-05-17 22:40:30,Não reconhecido,RD/alcxywrb
2024-05-17 22:40:36,Não reconhecido,RD/jebovpsr
2024-05-17 22:40:41,Não reconhecido,RD/ctegurbp
2024-05-17 22:40:47,Não reconhecido,RD/kdfqvnlo
2024-05-17 22:40:52,Não reconhecido,RD/kfqkjmpj
2024-05-17 22:40:58,Não reconhecido,RD/mrogwnfo
2024-05-17 22:41:03,Não reconhecido,RD/txnuflhn
2024-05-17 22:41:05,Reconhecido,DB/joao.jpg
2024-05-17 22:41:10,Reconhecido,DB/joao.jpg
2024-05-17 22:41:15,Não reconhecido,RD/uwdhavwa
2024-05-17 22:41:20,Não reconhecido,RD/awqvqnlf
2024-05-17 22:41:25,Não reconhecido,RD/tvjflslt
2024-05-17 22:41:30,Não reconhecido,RD/ywzksrxh
2024-05-17 22:41:36,Não reconhecido,RD/ccasvcga
2024-05-17 22:41:38,Reconhecido,DB/joao.jpg
2024-05-17 22:41:44,Não reconhecido,RD/crgsmlgb
2024-05-17 22:41:48,Reconhecido,DB/joao.jpg
2024-05-17 22:41:54,Reconhecido,DB/joao.jpg
2024-05-17 22:41:59,Reconhecido,DB/joao.jpg
2024-05-17 22:42:03,Não reconhecido,RD/afmmxtha
2024-05-17 22:42:04,Reconhecido,DB/joao.jpg
2024-05-17 22:42:09,Não reconhecido,RD/hxpbussm
2024-05-17 22:42:22,Não reconhecido,RD/ubaxabmb
2024-05-17 22:42:28,Não reconhecido,RD/rxvxsbig
2024-05-17 22:42:33,Não reconhecido,RD/mclhbamd
2024-05-17 22:42:39,Não reconhecido,RD/wecqfvnw
2024-05-17 22:42:41,Reconhecido,DB/joao.jpg
2024-05-17 22:42:46,Reconhecido,DB/joao.jpg
2024-05-17 22:42:49,Não reconhecido,RD/vpswaubn
2024-05-17 22:42:54,Não reconhecido,RD/tzljojjt
2024-05-17 22:42:59,Reconhecido,DB/joao.jpg
2024-05-17 22:43:00,Não reconhecido,RD/mrqaclof
2024-05-17 23:34:44,Reconhecido,DB/txnuflhn.jpg
2024-05-17 23:34:49,Reconhecido,DB/yrriqjdb.jpg
2024-05-17 23:34:54,Reconhecido,DB/pcpwyigd.jpg
2024-05-17 23:34:59,Reconhecido,DB/yrriqjdb.jpg
2024-05-17 23:35:00,Não reconhecido,RD/jphmycvf
2024-05-17 23:35:05,Reconhecido,DB/txnuflhn.jpg
2024-05-17 23:35:07,Não reconhecido,RD/ddiqdyns
2024-05-17 23:35:10,Reconhecido,DB/txnuflhn.jpg
2024-05-17 23:35:16,Não reconhecido,RD/akkbhhxn
2024-05-17 23:35:17,Reconhecido,DB/tzljojjt.jpg
2024-05-17 23:35:22,Reconhecido,DB/yrriqjdb.jpg
2024-05-17 23:35:28,Não reconhecido,RD/zegssarr
2024-05-17 23:35:29,Reconhecido,DB/tzljojjt.jpg
2024-05-17 23:35:34,Não reconhecido,RD/snfuafpf
2024-05-17 23:35:35,Reconhecido,DB/txnuflhn.jpg
2024-05-17 23:35:40,Reconhecido,DB/txnuflhn.jpg
2024-05-17 23:35:46,Reconhecido,DB/tzljojjt.jpg
2024-05-17 23:35:51,Reconhecido,DB/yrriqjdb.jpg
2024-05-17 23:35:56,Reconhecido,DB/rqmghgzl.jpg
2024-05-17 23:36:00,Não reconhecido,RD/evanxexm
2024-05-17 23:36:01,Reconhecido,DB/yrriqjdb.jpg
2024-05-17 23:36:06,Reconhecido,DB/yrriqjdb.jpg
2024-05-17 23:36:12,Reconhecido,DB/txnuflhn.jpg
2024-05-18 00:14:54,Não reconhecido,RD/totionxt
2024-05-18 00:15:00,Não reconhecido,RD/ncwinlux
2024-05-18 00:15:06,Não reconhecido,RD/xzgrfanq
2024-05-18 00:15:11,Não reconhecido,RD/xcegxjnq
2024-05-18 00:15:17,Não reconhecido,RD/epqtdfuq
2024-05-18 00:15:23,Não reconhecido,RD/qqubqmnr
2024-05-18 00:15:28,Não reconhecido,RD/trtyriga
2024-05-18 00:15:33,Não reconhecido,RD/mbhkkbai
2024-05-18 00:15:38,Não reconhecido,RD/ucvwxhzh
2024-05-18 00:15:44,Não reconhecido,RD/nmxnaotg
2024-05-18 00:15:49,Não reconhecido,RD/wudboafh
2024-05-18 00:15:53,Reconhecido,DB/joao.jpg
2024-05-18 00:15:55,Não reconhecido,RD/qvfrszke
2024-05-18 00:16:00,Não reconhecido,RD/nijbermj
2024-05-18 00:31:42,Não reconhecido,RD/zvzfwirq
2024-05-18 00:31:48,Não reconhecido,RD/ppftjftk
2024-05-18 00:31:53,Não reconhecido,RD/bumtadtb
2024-05-18 00:32:00,Não reconhecido,RD/owacthtn
2024-05-18 00:32:02,Reconhecido,DB/joao.jpg.jpg
2024-05-18 00:32:06,Não reconhecido,RD/cvvgdmgp
2024-05-18 00:32:13,Não reconhecido,RD/lzaswbrf
2024-05-18 00:32:19,Não reconhecido,RD/kyuidrdw
2024-05-18 00:32:24,Não reconhecido,RD/hnqnzqtk
2024-05-18 00:32:29,Não reconhecido,RD/ifhkvbwd
2024-05-18 00:32:34,Não reconhecido,RD/pamnffge
2024-05-18 00:32:39,Não reconhecido,RD/ribommvw
2024-05-18 00:32:44,Não reconhecido,RD/ngzuuxmp
2024-05-18 00:34:30,Reconhecido,DB/joao.jpg
2024-05-18 00:34:36,Reconhecido,DB/joao.jpg
2024-05-18 00:34:41,Reconhecido,DB/joao.jpg
2024-05-18 00:34:42,Não reconhecido,RD/afsvbymi
2024-05-18 00:34:47,Reconhecido,DB/joao.jpg
2024-05-18 00:34:53,Reconhecido,DB/joao.jpg
2024-05-18 00:34:58,Reconhecido,DB/joao.jpg
2024-05-18 00:35:03,Reconhecido,DB/joao.jpg
2024-05-18 00:35:08,Reconhecido,DB/joao.jpg
2024-05-18 21:54:49,Não reconhecido,RD/joao-zpwgatca
2024-05-18 21:55:30,Não reconhecido,RD/joao-oziaflul
2024-05-18 21:55:35,Não reconhecido,RD/joao-whsxkycl
2024-05-18 21:55:42,Não reconhecido,RD/joao-timztkmo
2024-05-18 21:55:51,Não reconhecido,RD/joao-nlnpldxe
2024-05-18 21:55:59,Não reconhecido,RD/joao-heefzfvo
2024-05-18 21:56:35,Não reconhecido,RD/joao-ojaczqny
2024-05-18 21:59:17,Não reconhecido,RD/joao-uzcfjzje
2024-05-18 21:59:23,Não reconhecido,RD/joao-xcgssdmd
2024-05-18 21:59:34,Não reconhecido,RD/joao-tkpxxriq
2024-05-18 21:59:46,Não reconhecido,RD/joao-wmsjexps
2024-05-18 21:59:52,Não reconhecido,RD/joao-gvrerubc
2024-05-18 21:59:58,Não reconhecido,RD/joao-ncmhosdy
2024-05-18 22:00:04,Não reconhecido,RD/joao-xmrzeafj
2024-05-18 22:00:09,Não reconhecido,RD/joao-yjbgfwad
2024-05-18 22:00:27,Não reconhecido,RD/joao-lxlregzy
2024-05-18 22:00:33,Não reconhecido,RD/joao-gxulfzzh
2024-05-18 22:00:39,Não reconhecido,RD/joao-ibkslzmq
2024-05-18 22:06:02,Não reconhecido,RD/joao-yxkturev
2024-05-18 22:06:07,Não reconhecido,RD/joao-blspumuc
2024-05-18 22:06:44,Não reconhecido,RD/joao-hisgabez
2024-05-18 22:11:24,Não reconhecido,RD/joao-oekhjwdo
2024-05-18 22:11:30,Não reconhecido,RD/joao-qyyydtwf
2024-05-18 22:11:36,Não reconhecido,RD/joao-dytfdehm
2024-05-18 22:11:43,Não reconhecido,RD/joao-bmgbrzlk
2024-05-18 22:11:54,Não reconhecido,RD/joao-whjavcwk
2024-05-18 22:11:59,Não reconhecido,RD/joao-fvhzukaf
2024-05-18 22:12:06,Não reconhecido,RD/joao-aalcfoke
2024-05-18 22:12:11,Não reconhecido,RD/joao-ntpgcxwp
2024-05-18 22:12:17,Não reconhecido,RD/joao-ddnxzhch
2024-05-18 22:12:23,Não reconhecido,RD/joao-hdtuzufi
2024-05-18 22:18:26,Não reconhecido,RD/joao-eaarxqyz
2024-05-18 22:18:29,Não reconhecido,RD/joao-xgavbdfu
2024-05-18 22:18:33,Não reconhecido,RD/joao-iludqdjv
2024-05-18 22:18:37,Não reconhecido,RD/joao-xlakhgrz
2024-05-18 22:18:42,Não reconhecido,RD/joao-cicgowwn
2024-05-18 22:18:46,Não reconhecido,RD/joao-bpgutzvy
2024-05-18 22:18:49,Não reconhecido,RD/joao-scvrciwi
2024-05-18 22:18:53,Não reconhecido,RD/joao-vhyoyhzf
2024-05-18 22:18:57,Não reconhecido,RD/joao-crohqoik
2024-05-18 22:24:04,Não reconhecido,RD/joao-sydrvnkf
2024-05-18 22:24:07,Não reconhecido,RD/joao-nqsdhapm
2024-05-18 22:24:11,Não reconhecido,RD/joao-uyyfpvoc
2024-05-18 22:24:18,Não reconhecido,RD/joao-ozprgvos
2024-05-18 22:24:23,Não reconhecido,RD/joao-edooizwk
2024-05-18 22:29:52,Não reconhecido,RD/joao-qxxzcdae
2024-05-18 22:29:55,Não reconhecido,RD/joao-ipmziopc
2024-05-18 22:30:00,Não reconhecido,RD/joao-dbrqtbyk
2024-05-18 22:30:03,Não reconhecido,RD/joao-dfagqqmt
2024-05-18 22:30:07,Não reconhecido,RD/joao-vfwkhkjz
2024-05-18 22:30:10,Não reconhecido,RD/joao-kcdevbxd
2024-05-18 22:30:14,Não reconhecido,RD/joao-nybmjxvg
2024-05-18 22:30:17,Não reconhecido,RD/joao-rjgbyycy
2024-05-18 22:30:21,Não reconhecido,RD/joao-zgqgawmp
2024-05-18 22:30:24,Não reconhecido,RD/joao-dimchtef
2024-05-18 22:30:28,Não reconhecido,RD/joao-ohzltodd
2024-05-18 22:33:04,Não reconhecido,RD/joao-elrquhqf
2024-05-18 22:33:07,Não reconhecido,RD/joao-qnuvbbfp
2024-05-18 22:33:10,Não reconhecido,RD/joao-hbrvneaw
2024-05-18 22:33:15,Não reconhecido,RD/joao-ayrnwiww
2024-05-18 22:33:19,Não reconhecido,RD/joao-rnjmdodc
2024-05-18 22:33:22,Não reconhecido,RD/joao-xqrtseni
2024-05-18 22:33:25,Não reconhecido,RD/joao-zppjkqzv
2024-05-18 22:33:29,Não reconhecido,RD/joao-xacyzrcb
2024-05-18 22:47:40,Não reconhecido,RD/joao-ehtcriad
2024-05-18 22:47:43,Não reconhecido,RD/joao-ztfslewd
2024-05-18 22:47:49,Não reconhecido,RD/joao-pwkkjxiq
2024-05-18 22:47:53,Não reconhecido,RD/joao-mzkomdgm
2024-05-18 22:47:56,Não reconhecido,RD/joao-coahzrcu
2024-05-18 22:47:59,Não reconhecido,RD/joao-zsymuxhj
2024-05-18 22:58:54,Não reconhecido,RD/joao-gwhboaje
2024-05-18 22:59:08,Não reconhecido,RD/joao-asounlbn
2024-05-18 22:59:11,Não reconhecido,RD/joao-jhnouymu
2024-05-18 22:59:15,Não reconhecido,RD/joao-ciwlwfga
2024-05-18 22:59:22,Não reconhecido,RD/joao-cfxvqplt
2024-05-18 22:59:26,Não reconhecido,RD/joao-bftelvwg
2024-05-18 22:59:29,Não reconhecido,RD/joao-lthcwrqf
2024-05-18 23:11:23,Não reconhecido,RD/joao-ylzuscas
2024-05-18 23:11:27,Não reconhecido,RD/joao-sxcifgav
2024-05-18 23:11:30,Não reconhecido,RD/joao-bsxhtptf
2024-05-18 23:11:33,Não reconhecido,RD/joao-szwmserw
2024-05-18 23:11:37,Não reconhecido,RD/joao-vonxtfuh
2024-05-18 23:11:41,Não reconhecido,RD/joao-dubwqbxp
2024-05-18 23:11:45,Não reconhecido,RD/joao-pdosrvsw
2024-05-18 23:11:49,Não reconhecido,RD/joao-gcetlmow
2024-05-18 23:11:52,Não reconhecido,RD/joao-tokageqj
2024-05-18 23:16:41,Não reconhecido,RD/joao-rqbjdzlx
2024-05-18 23:16:44,Não reconhecido,RD/joao-jaikpgtz
2024-05-18 23:16:47,Não reconhecido,RD/joao-mopnbhdo
2024-05-18 23:16:50,Não reconhecido,RD/joao-szuthozz
2024-05-18 23:16:54,Não reconhecido,RD/joao-cqoabtlg
2024-05-18 23:16:58,Não reconhecido,RD/joao-nmpfaqso
2024-05-18 23:17:02,Não reconhecido,RD/joao-gxbyceuc
2024-05-18 23:17:05,Não reconhecido,RD/joao-mvevsrfi
2024-05-18 23:17:08,Não reconhecido,RD/joao-gnzdgbpc
2024-05-18 23:17:11,Não reconhecido,RD/joao-zljdmizn
2024-05-18 23:17:15,Não reconhecido,RD/joao-hggbpeif
2024-05-18 23:17:18,Não reconhecido,RD/joao-kgtufsvy
2024-05-18 23:17:22,Não reconhecido,RD/joao-jvbliqch
2024-05-18 23:17:25,Não reconhecido,RD/joao-tqsciluw
2024-05-18 23:17:28,Não reconhecido,RD/joao-vebfvfcr
2024-05-18 23:17:32,Não reconhecido,RD/joao-qdtcvcva
2024-05-18 23:17:36,Não reconhecido,RD/joao-qzmnuhuy
2024-05-18 23:17:39,Não reconhecido,RD/joao-wjwaqtiu
2024-05-18 23:17:42,Não reconhecido,RD/joao-rzirlswl
2024-05-18 23:17:45,Não reconhecido,RD/joao-izkrlamz
2024-05-18 23:17:48,Não reconhecido,RD/joao-bphetseb
2024-05-18 23:17:52,Não reconhecido,RD/joao-ljneiael
2024-05-18 23:17:55,Não reconhecido,RD/joao-qmhhheyg
2024-05-18 23:17:58,Não reconhecido,RD/joao-yjajexwi
2024-05-18 23:18:01,Não reconhecido,RD/joao-gscmfdaj
2024-05-18 23:18:05,Não reconhecido,RD/joao-irnvvlkw
2024-05-18 23:18:08,Não reconhecido,RD/joao-lpzetozt
2024-05-18 23:18:11,Não reconhecido,RD/joao-nihowpht
2024-05-18 23:18:14,Não reconhecido,RD/joao-yadxeytt
2024-05-18 23:18:18,Não reconhecido,RD/joao-dqshbyns
2024-05-18 23:18:21,Não reconhecido,RD/joao-tvxjnnen
2024-05-18 23:18:26,Não reconhecido,RD/joao-xkvugeqh
2024-05-18 23:18:31,Não reconhecido,RD/joao-cmhjhgps
2024-05-18 23:18:34,Não reconhecido,RD/joao-psmvpqrs
2024-05-18 23:18:37,Não reconhecido,RD/joao-ahoeiwwc
2024-05-18 23:18:40,Não reconhecido,RD/joao-mbtgcdan
2024-05-18 23:18:47,Não reconhecido,RD/joao-shmrgeud
2024-05-18 23:18:50,Não reconhecido,RD/joao-slqdbvbg
2024-05-18 23:18:53,Não reconhecido,RD/joao-lkvxgmog
2024-05-18 23:18:57,Não reconhecido,RD/joao-xevfxbet
2024-05-18 23:19:00,Não reconhecido,RD/joao-zqgeeock
2024-05-18 23:19:03,Não reconhecido,RD/joao-jnfkjszh
2024-05-18 23:19:07,Não reconhecido,RD/joao-vnnldjjx
2024-05-18 23:19:10,Não reconhecido,RD/joao-jmwjhiwz
2024-05-18 23:19:20,Não reconhecido,RD/joao-ewguxvza
2024-05-18 23:19:23,Não reconhecido,RD/joao-dnvrthbk
2024-05-18 23:19:27,Não reconhecido,RD/joao-itibdbjh
2024-05-18 23:19:31,Não reconhecido,RD/joao-nrnkbpkk
2024-05-18 23:19:34,Não reconhecido,RD/joao-ecxdiqih
2024-05-18 23:19:38,Não reconhecido,RD/joao-ajypcwxc
2024-05-18 23:19:41,Não reconhecido,RD/joao-aivnwzpq
2024-05-18 23:20:46,Não reconhecido,RD/joao-uwrstdul
2024-05-18 23:20:49,Não reconhecido,RD/joao-ckccoehp
2024-05-18 23:20:53,Não reconhecido,RD/joao-zwjohpka
2024-05-18 23:20:56,Não reconhecido,RD/joao-gbdekkqk
2024-05-18 23:20:59,Não reconhecido,RD/joao-nnzmwzkj
2024-05-18 23:21:03,Não reconhecido,RD/joao-vzpbxutd
2024-05-18 23:21:06,Não reconhecido,RD/joao-cuzhhmpw
2024-05-18 23:21:09,Não reconhecido,RD/joao-xrjyokum
2024-05-18 23:21:13,Não reconhecido,RD/joao-nvlclbre
2024-05-18 23:21:16,Não reconhecido,RD/joao-uvxlzddw
2024-05-18 23:21:20,Não reconhecido,RD/joao-tyrywkih
2024-05-18 23:21:23,Não reconhecido,RD/joao-mchmhzai
2024-05-18 23:22:56,Não reconhecido,RD/joao-bsusyddk
2024-05-18 23:23:00,Não reconhecido,RD/joao-comsxbwb
2024-05-18 23:23:03,Não reconhecido,RD/joao-hvtgrmes
2024-05-18 23:23:07,Não reconhecido,RD/joao-pwcklcgl
2024-05-18 23:23:10,Não reconhecido,RD/joao-sootnqek
2024-05-18 23:26:12,Não reconhecido,RD/joao-zackmcex
2024-05-18 23:26:16,Não reconhecido,RD/joao-pzqvncbk
2024-05-18 23:26:23,Não reconhecido,RD/joao-ubikkimo
2024-05-18 23:26:29,Não reconhecido,RD/joao-cszcijho
2024-05-18 23:26:32,Não reconhecido,RD/joao-drmkufeb
2024-05-18 23:26:35,Não reconhecido,RD/joao-oncgehua
2024-05-18 23:26:38,Não reconhecido,RD/joao-uxkxgzxu
2024-05-18 23:26:53,Não reconhecido,RD/joao-hcfgihxy
2024-05-18 23:26:56,Não reconhecido,RD/joao-juogsrwc
2024-05-18 23:27:00,Não reconhecido,RD/joao-uvyarebf
2024-05-18 23:27:04,Não reconhecido,RD/joao-fxefzwzq
2024-05-18 23:27:07,Não reconhecido,RD/joao-dtnkrpcp
2024-05-18 23:27:11,Não reconhecido,RD/joao-eskohebj
2024-05-18 23:33:06,Reconhecido,DB/joao.jpg
2024-05-18 23:33:13,Reconhecido,DB/joao.jpg
2024-05-18 23:33:18,Não reconhecido,RD/axkwvsqd
2024-05-18 23:33:19,Reconhecido,DB/joao.jpg
2024-05-18 23:33:24,Reconhecido,DB/joao.jpg
2024-05-18 23:33:25,Não reconhecido,RD/mqwmkfua
2024-05-18 23:33:29,Reconhecido,DB/joao.jpg
2024-05-18 23:33:35,Não reconhecido,RD/cvwbzttp
2024-05-18 23:33:39,Reconhecido,DB/joao.jpg
2024-05-18 23:33:44,Reconhecido,DB/joao.jpg
2024-05-18 23:33:49,Reconhecido,DB/joao.jpg
2024-05-18 23:33:53,Não reconhecido,RD/ixwtwtdh
2024-05-18 23:33:54,Reconhecido,DB/joao.jpg
2024-05-18 23:34:57,Não reconhecido,RD/joao-mjscboqg
2024-05-18 23:35:01,Não reconhecido,RD/joao-ankdiqei
2024-05-18 23:36:37,Reconhecido,DB/joao.jpg
2024-05-18 23:36:43,Reconhecido,DB/joao.jpg
2024-05-18 23:36:49,Reconhecido,DB/joao.jpg
2024-05-18 23:36:54,Reconhecido,DB/joao.jpg
2024-05-18 23:37:00,Reconhecido,DB/joao.jpg
2024-05-18 23:37:05,Reconhecido,DB/joao.jpg
2024-05-18 23:37:10,Reconhecido,DB/joao.jpg
2024-05-18 23:37:16,Reconhecido,DB/joao.jpg
2024-05-18 23:37:21,Reconhecido,DB/joao.jpg
2024-05-18 23:37:26,Reconhecido,DB/joao.jpg
2024-05-18 23:37:32,Reconhecido,DB/joao.jpg
2024-05-18 23:37:38,Reconhecido,DB/joao.jpg
2024-05-29 01:50:07,Não reconhecido,RD/jmzbrxcg
2024-05-29 01:50:14,Não reconhecido,RD/wqnrskoo
2024-05-29 01:50:19,Não reconhecido,RD/votbomzw
2024-05-29 01:50:23,Reconhecido,DB/joao.jpg
2024-05-29 01:50:28,Reconhecido,DB/joao.jpg
2024-05-29 01:50:36,Não reconhecido,RD/qowrfibf
2024-05-29 01:50:37,Reconhecido,DB/joao.jpg
2024-05-29 01:50:52,Reconhecido,DB/joao.jpg
2024-05-29 01:51:01,Reconhecido,DB/joao.jpg
2024-05-29 01:51:02,Não reconhecido,RD/bimkznyr
2024-05-29 01:51:10,Não reconhecido,RD/ggjsjhqg
2024-05-29 01:51:11,Reconhecido,DB/joao.jpg
